ai-ml	vector-databases-interview.md	1407	cheatsheets/interview/ai-ml/vector-databases-interview.md
ai-ml	llm-basics-interview.md	1433	cheatsheets/interview/ai-ml/llm-basics-interview.md
ai-ml	mlops-interview.md	1902	cheatsheets/interview/ai-ml/mlops-interview.md
ai-ml	model-serving-interview.md	1934	cheatsheets/interview/ai-ml/model-serving-interview.md
ai-ml	embeddings-interview.md	1951	cheatsheets/interview/ai-ml/embeddings-interview.md
ai-ml	prompt-engineering-interview.md	1964	cheatsheets/interview/ai-ml/prompt-engineering-interview.md
ai-ml	ai-agents-interview.md	1992	cheatsheets/interview/ai-ml/ai-agents-interview.md
ai-ml	llm-integration-patterns-interview.md	2006	cheatsheets/interview/ai-ml/llm-integration-patterns-interview.md
ai-ml	rag-interview.md	2037	cheatsheets/interview/ai-ml/rag-interview.md
algorithms	algorithms-interview.md	474	cheatsheets/interview/algorithms/algorithms-interview.md
algorithms	algorithmic-paradigms/greedy-algorithms-interview.md	790	cheatsheets/interview/algorithms/algorithmic-paradigms/greedy-algorithms-interview.md
algorithms	algorithmic-paradigms/recursion-interview.md	858	cheatsheets/interview/algorithms/algorithmic-paradigms/recursion-interview.md
algorithms	data-structures/stacks-queues-interview.md	870	cheatsheets/interview/algorithms/data-structures/stacks-queues-interview.md
algorithms	sorting-searching/sorting-algorithms-interview.md	878	cheatsheets/interview/algorithms/sorting-searching/sorting-algorithms-interview.md
algorithms	sorting-searching/searching-algorithms-interview.md	924	cheatsheets/interview/algorithms/sorting-searching/searching-algorithms-interview.md
algorithms	algorithmic-paradigms/two-pointers-sliding-window-interview.md	964	cheatsheets/interview/algorithms/algorithmic-paradigms/two-pointers-sliding-window-interview.md
algorithms	data-structures/tries-interview.md	987	cheatsheets/interview/algorithms/data-structures/tries-interview.md
algorithms	algorithmic-paradigms/divide-and-conquer-interview.md	1472	cheatsheets/interview/algorithms/algorithmic-paradigms/divide-and-conquer-interview.md
algorithms	algorithmic-paradigms/backtracking-interview.md	1866	cheatsheets/interview/algorithms/algorithmic-paradigms/backtracking-interview.md
algorithms	data-structures/heaps-interview.md	2004	cheatsheets/interview/algorithms/data-structures/heaps-interview.md
algorithms	complexity/complexity-analysis-interview.md	2055	cheatsheets/interview/algorithms/complexity/complexity-analysis-interview.md
algorithms	algorithmic-paradigms/dynamic-programming-interview.md	2359	cheatsheets/interview/algorithms/algorithmic-paradigms/dynamic-programming-interview.md
algorithms	data-structures/hash-tables-interview.md	2438	cheatsheets/interview/algorithms/data-structures/hash-tables-interview.md
algorithms	data-structures/linked-lists-interview.md	2466	cheatsheets/interview/algorithms/data-structures/linked-lists-interview.md
algorithms	data-structures/trees-interview.md	2504	cheatsheets/interview/algorithms/data-structures/trees-interview.md
algorithms	data-structures/graphs-interview.md	2634	cheatsheets/interview/algorithms/data-structures/graphs-interview.md
algorithms	data-structures/arrays-strings-interview.md	2707	cheatsheets/interview/algorithms/data-structures/arrays-strings-interview.md
api	rest-maturity-interview.md	579	cheatsheets/interview/api/rest-maturity-interview.md
api	api-versioning-interview.md	582	cheatsheets/interview/api/api-versioning-interview.md
api	openapi-swagger-interview.md	1508	cheatsheets/interview/api/openapi-swagger-interview.md
api	api-design-best-practices-interview.md	1768	cheatsheets/interview/api/api-design-best-practices-interview.md
api	websocket-interview.md	1788	cheatsheets/interview/api/websocket-interview.md
api	http-rest-interview.md	3064	cheatsheets/interview/api/http-rest-interview.md
api	graphql-interview.md	3296	cheatsheets/interview/api/graphql-interview.md
api	grpc-interview.md	3536	cheatsheets/interview/api/grpc-interview.md
architecture	bff-pattern-interview.md	688	cheatsheets/interview/architecture/bff-pattern-interview.md
architecture	strangler-fig-interview.md	791	cheatsheets/interview/architecture/strangler-fig-interview.md
architecture	edge-computing-interview.md	804	cheatsheets/interview/architecture/edge-computing-interview.md
architecture	cap-theorem-interview.md	1601	cheatsheets/interview/architecture/cap-theorem-interview.md
architecture	microservices-interview.md	1605	cheatsheets/interview/architecture/microservices-interview.md
architecture	scalability-patterns-interview.md	1757	cheatsheets/interview/architecture/scalability-patterns-interview.md
architecture	caching-strategies-interview.md	1807	cheatsheets/interview/architecture/caching-strategies-interview.md
architecture	event-driven-patterns-interview.md	1818	cheatsheets/interview/architecture/event-driven-patterns-interview.md
architecture	networking-interview.md	1858	cheatsheets/interview/architecture/networking-interview.md
architecture	distributed-systems-interview.md	1883	cheatsheets/interview/architecture/distributed-systems-interview.md
architecture	saga-pattern-interview.md	1994	cheatsheets/interview/architecture/saga-pattern-interview.md
architecture	ddd-interview.md	2082	cheatsheets/interview/architecture/ddd-interview.md
architecture	consistency-patterns-interview.md	2298	cheatsheets/interview/architecture/consistency-patterns-interview.md
architecture	resilience-patterns-interview.md	2375	cheatsheets/interview/architecture/resilience-patterns-interview.md
architecture	hexagonal-architecture-interview.md	2646	cheatsheets/interview/architecture/hexagonal-architecture-interview.md
architecture	load-balancing-interview.md	2847	cheatsheets/interview/architecture/load-balancing-interview.md
architecture	api-gateway-interview.md	2967	cheatsheets/interview/architecture/api-gateway-interview.md
architecture	clean-architecture-interview.md	3153	cheatsheets/interview/architecture/clean-architecture-interview.md
architecture	cqrs-event-sourcing-interview.md	3615	cheatsheets/interview/architecture/cqrs-event-sourcing-interview.md
behavioral	leadership-stories-interview.md	331	cheatsheets/interview/behavioral/leadership-stories-interview.md
behavioral	conflict-stories-interview.md	335	cheatsheets/interview/behavioral/conflict-stories-interview.md
behavioral	failure-stories-interview.md	336	cheatsheets/interview/behavioral/failure-stories-interview.md
behavioral	culture-fit-interview.md	347	cheatsheets/interview/behavioral/culture-fit-interview.md
behavioral	star-method-interview.md	379	cheatsheets/interview/behavioral/star-method-interview.md
behavioral	behavioral-interview.md	1406	cheatsheets/interview/behavioral/behavioral-interview.md
cicd	pipeline-design-interview.md	2067	cheatsheets/interview/cicd/pipeline-design-interview.md
cicd	deployment-strategies-interview.md	2281	cheatsheets/interview/cicd/deployment-strategies-interview.md
cloud	azure-interview.md	685	cheatsheets/interview/cloud/azure-interview.md
cloud	gcp-interview.md	747	cheatsheets/interview/cloud/gcp-interview.md
cloud	serverless-interview.md	760	cheatsheets/interview/cloud/serverless-interview.md
cloud	cloud-native-patterns-interview.md	917	cheatsheets/interview/cloud/cloud-native-patterns-interview.md
cloud	aws-lambda-interview.md	973	cheatsheets/interview/cloud/aws-lambda-interview.md
cloud	aws-interview.md	1366	cheatsheets/interview/cloud/aws-interview.md
code-quality	static-analysis-interview.md	675	cheatsheets/interview/code-quality/static-analysis-interview.md
code-quality	code-coverage-interview.md	705	cheatsheets/interview/code-quality/code-coverage-interview.md
code-quality	code-smells-interview.md	709	cheatsheets/interview/code-quality/code-smells-interview.md
code-quality	clean-code-practices-interview.md	809	cheatsheets/interview/code-quality/clean-code-practices-interview.md
code-quality	code-review-interview.md	1614	cheatsheets/interview/code-quality/code-review-interview.md
code-quality	technical-debt-interview.md	1624	cheatsheets/interview/code-quality/technical-debt-interview.md
code-quality	refactoring-patterns-interview.md	2367	cheatsheets/interview/code-quality/refactoring-patterns-interview.md
data-engineering	stream-processing-interview.md	758	cheatsheets/interview/data-engineering/stream-processing-interview.md
data-engineering	kafka-streams-interview.md	764	cheatsheets/interview/data-engineering/kafka-streams-interview.md
data-engineering	data-lake-lakehouse-interview.md	816	cheatsheets/interview/data-engineering/data-lake-lakehouse-interview.md
data-engineering	apache-flink-interview.md	862	cheatsheets/interview/data-engineering/apache-flink-interview.md
data-engineering	dbt-interview.md	894	cheatsheets/interview/data-engineering/dbt-interview.md
data-engineering	data-warehousing-interview.md	912	cheatsheets/interview/data-engineering/data-warehousing-interview.md
data-engineering	apache-spark-interview.md	948	cheatsheets/interview/data-engineering/apache-spark-interview.md
data-engineering	apache-airflow-interview.md	1631	cheatsheets/interview/data-engineering/apache-airflow-interview.md
databases	hibernate-caching-interview.md	651	cheatsheets/interview/databases/hibernate-caching-interview.md
databases	hibernate-jpql-criteria-interview.md	664	cheatsheets/interview/databases/hibernate-jpql-criteria-interview.md
databases	scylladb-interview.md	672	cheatsheets/interview/databases/scylladb-interview.md
databases	hibernate-relationships-interview.md	726	cheatsheets/interview/databases/hibernate-relationships-interview.md
databases	cockroachdb-interview.md	742	cheatsheets/interview/databases/cockroachdb-interview.md
databases	dynamodb-interview.md	918	cheatsheets/interview/databases/dynamodb-interview.md
databases	neo4j-interview.md	919	cheatsheets/interview/databases/neo4j-interview.md
databases	clickhouse-interview.md	921	cheatsheets/interview/databases/clickhouse-interview.md
databases	postgresql-interview.md	1854	cheatsheets/interview/databases/postgresql-interview.md
databases	database-transactions-interview.md	1920	cheatsheets/interview/databases/database-transactions-interview.md
databases	database-architecture-interview.md	2008	cheatsheets/interview/databases/database-architecture-interview.md
databases	mongodb-interview.md	2108	cheatsheets/interview/databases/mongodb-interview.md
databases	cassandra-interview.md	2112	cheatsheets/interview/databases/cassandra-interview.md
databases	elasticsearch-interview.md	2168	cheatsheets/interview/databases/elasticsearch-interview.md
databases	sql-interview.md	2213	cheatsheets/interview/databases/sql-interview.md
databases	hibernate-interview.md	2228	cheatsheets/interview/databases/hibernate-interview.md
databases	flyway-liquibase-interview.md	2442	cheatsheets/interview/databases/flyway-liquibase-interview.md
databases	redis-interview.md	2486	cheatsheets/interview/databases/redis-interview.md
design-patterns	design-patterns-interview.md	2271	cheatsheets/interview/design-patterns/design-patterns-interview.md
devops	linkerd-interview.md	586	cheatsheets/interview/devops/linkerd-interview.md
devops	consul-interview.md	737	cheatsheets/interview/devops/consul-interview.md
devops	vault-interview.md	825	cheatsheets/interview/devops/vault-interview.md
devops	ansible-interview.md	852	cheatsheets/interview/devops/ansible-interview.md
devops	istio-service-mesh-interview.md	876	cheatsheets/interview/devops/istio-service-mesh-interview.md
devops	linux-interview.md	960	cheatsheets/interview/devops/linux-interview.md
devops	docker-interview.md	1464	cheatsheets/interview/devops/docker-interview.md
devops	git-interview.md	1655	cheatsheets/interview/devops/git-interview.md
devops	argocd-interview.md	1685	cheatsheets/interview/devops/argocd-interview.md
devops	helm-interview.md	1857	cheatsheets/interview/devops/helm-interview.md
devops	terraform-interview.md	2009	cheatsheets/interview/devops/terraform-interview.md
devops	kubernetes-interview.md	2188	cheatsheets/interview/devops/kubernetes-interview.md
devops	gradle-maven-interview.md	2244	cheatsheets/interview/devops/gradle-maven-interview.md
frameworks	spring/spring-modulith-interview.md	364	cheatsheets/interview/frameworks/spring/spring-modulith-interview.md
frameworks	spring/spring-data-jdbc-interview.md	610	cheatsheets/interview/frameworks/spring/spring-data-jdbc-interview.md
frameworks	spring/spring-transaction-interview.md	645	cheatsheets/interview/frameworks/spring/spring-transaction-interview.md
frameworks	spring/spring-ai-interview.md	664	cheatsheets/interview/frameworks/spring/spring-ai-interview.md
frameworks	spring/spring-messaging-interview.md	673	cheatsheets/interview/frameworks/spring/spring-messaging-interview.md
frameworks	jvm-alternatives/vertx-interview.md	901	cheatsheets/interview/frameworks/jvm-alternatives/vertx-interview.md
frameworks	spring/spring-aop-interview.md	925	cheatsheets/interview/frameworks/spring/spring-aop-interview.md
frameworks	jvm-alternatives/quarkus-interview.md	971	cheatsheets/interview/frameworks/jvm-alternatives/quarkus-interview.md
frameworks	spring/spring-r2dbc-interview.md	1041	cheatsheets/interview/frameworks/spring/spring-r2dbc-interview.md
frameworks	jvm-alternatives/ktor-interview.md	1079	cheatsheets/interview/frameworks/jvm-alternatives/ktor-interview.md
frameworks	spring/spring-scheduling-interview.md	1228	cheatsheets/interview/frameworks/spring/spring-scheduling-interview.md
frameworks	spring/spring-retry-interview.md	1285	cheatsheets/interview/frameworks/spring/spring-retry-interview.md
frameworks	spring/spring-rest-client-interview.md	1480	cheatsheets/interview/frameworks/spring/spring-rest-client-interview.md
frameworks	spring/resilience4j-interview.md	1537	cheatsheets/interview/frameworks/spring/resilience4j-interview.md
frameworks	spring/spring-validation-interview.md	1566	cheatsheets/interview/frameworks/spring/spring-validation-interview.md
frameworks	jvm-alternatives/micronaut-interview.md	1580	cheatsheets/interview/frameworks/jvm-alternatives/micronaut-interview.md
frameworks	spring/spring-state-machine-interview.md	1648	cheatsheets/interview/frameworks/spring/spring-state-machine-interview.md
frameworks	spring/spring-session-interview.md	1678	cheatsheets/interview/frameworks/spring/spring-session-interview.md
frameworks	spring/spring-async-interview.md	1698	cheatsheets/interview/frameworks/spring/spring-async-interview.md
frameworks	spring/spring-vault-interview.md	1739	cheatsheets/interview/frameworks/spring/spring-vault-interview.md
frameworks	spring/spring-integration-interview.md	1762	cheatsheets/interview/frameworks/spring/spring-integration-interview.md
frameworks	spring/spring-graphql-interview.md	1792	cheatsheets/interview/frameworks/spring/spring-graphql-interview.md
frameworks	spring/spring-boot-3-migration-interview.md	1804	cheatsheets/interview/frameworks/spring/spring-boot-3-migration-interview.md
frameworks	spring/spring-cache-interview.md	1820	cheatsheets/interview/frameworks/spring/spring-cache-interview.md
